tranche zincid SMILES
H29P270 ZINCtx00000TfGHc C[C@H](COC(F)F)C(=O)N1CC(C#N)(Cc2cn(Cc3cccc(Cl)c3)nn2)C1
H27P310 ZINCrB00000aXSPr C=CCn1cc(C(=O)N[C@@H](C)C(C)(C)NC(=O)CCCc2cccs2)cn1
H27P140 ZINCrk00000Rigwu Cn1cccc1CC(=O)N1CC(CNC(=O)COc2ccc(F)cc2F)C1
H27P230 ZINCrt0000052N1G CC(C)(CCCO)C(=O)NCC1(NC(=O)c2cc(N)ccc2F)CCCC1
H28P370 ZINCsH000003GZtE Cc1sc(O)nc1C(=O)NCCCOCCNC(=O)c1cc2cc(Br)sc2s1
H26P300 ZINCqA00000xhImo Cc1ccc(CNC(=O)Nc2ncc(C(=O)N(C)C)cc2Br)cc1C#N
H28P310 ZINCsB0000069u49 C=CC1(CC(=O)N[C@@H]2CCN(C(=O)c3occc3CC)C[C@H]2C)CCOCC1
H28P170 ZINCsn000003v63E CSc1nccnc1C(=O)N[C@@H]1C[C@@H](C)N(C(=O)[C@H]2Cc3ccncc3C2)C1
H19P030 ZINCj900000d9lYK Cn1nc(C(=O)NC[C@@H](N)CO)c2cc(Br)ccc21
H26P220 ZINCqs00000cnoDw C[C@@H]1CC(=O)N[C@H]1C(=O)N(C)C(C)(C)CC(=O)NCCC1CCCCC1
H27P050 ZINCrb00000NAPXo CC[C@@H](CNC(=O)[C@@H](C)N(C)C)NC(=O)Cc1cccc(NS(C)(=O)=O)c1
H29P110 ZINCth00001rXQq5 Cc1nc(NC(=O)[C@H]2C[C@@]23CCN(C(=O)Cc2ccc(O)cn2)C3)cnc1C#N
H29P250 ZINCtv00000mG2gb COC1(CNC(=O)[C@@H]2[C@H]3CC[C@@]2(C)C3(C)C)CN(C(=O)[C@@H](C)n2cc(Cl)cn2)C1
H26P200 ZINCqq0000095nBZ C[C@H]1C[C@H](NC(=O)CC2=CCCC2)CN(C(=O)C(=O)c2cccn2C)C1
H28P160 ZINCsm00000M6Cs7 CCn1ccc(C(=O)NC[C@@H](CO)NC(=O)CC2CCC(C)(C)CC2)cc1=O
H29P490 ZINCtT00000tS4PC CCCCC[C@@H](CC)C(=O)N(C)C[C@@H](C)N(C)C(=O)c1csc(-c2ccco2)n1
H28P120 ZINCsi00002fTAsL CC1CCN(CC(=O)N2CC(C)(OCC(=O)N(C)[C@@H]3CCOC[C@@H]3C)C2)CC1
H25P120 ZINCpi00001BLwa7 CC(C)C[C@H](CO)NC(=O)[C@@H]1C[C@H](F)CCN1C(=O)[C@@H](O)C(C)(C)C
H23P160 ZINCnm00001A2MIX C[C@H](CNC(=O)Cc1c(F)cccc1C#N)Nc1ccncn1
H25P130 ZINCpj00000SIptQ CC[C@H]1CO[C@H](CC)CN1C(=O)C=C(C)CNC(=O)[C@H](O)C(F)(F)F
H28P250 ZINCsv000006EwYR C#Cc1cccc(C(=O)N2CC[C@H](C)[C@@H](NC(=O)c3cccc(=O)o3)C2)c1Cl
H29P020 ZINCt800002pFEtM Cn1ncc(NC(=O)[C@@]2(CF)CCN(C(=O)[C@H](F)C3(O)CCCC3)C2)c1C(N)=O
H29P450 ZINCtP00000NhJzs COc1ccc(NC(=O)C23CCC(C(=O)Nc4ncccc4Br)(CC2)C3)c(Br)n1
H29P280 ZINCty00000CNCGM C#C[C@H]1CC[C@H](CNC(=O)C2([C@H]3CCCN3C(=O)c3c[nH]c(C#N)c3)CC2)CC1
H26P140 ZINCqk00001RRBTt Cc1ccc(CC(=O)N[C@@H]2[C@H]3C[C@H](NC(=O)CO[C@H]4CCOC4)C[C@H]32)s1
H28P000 ZINCs600001RseQR O=C(c1cc(CNC(=O)[C@@]23CCC[C@@H](CO2)C3)no1)N1CC(c2nn[nH]n2)C1
H22P190 ZINCmp00000qmBO3 O=C(NCCF)C12CCC(C(=O)N3CCC[C@@H](F)C3)(CC1)C2
H23P060 ZINCnc000000L8LV CS(=O)(=O)NCCN(C[C@H](O)c1cccc([N+](=O)[O-])c1)C1CC1
H26P370 ZINCqH00000j20iI N#Cc1cc(NC(=O)c2ccc(-c3ccc(F)c(O)c3)nn2)ccc1Cl
H23P060 ZINCnc000000L4AK COc1ncc(C=CC(=O)OCc2nc3ncccn3n2)cn1
H29P200 ZINCtq000007wsOU CC(C)OCCC(=O)N(C)C[C@H]1CCN(C(=O)c2ccc(-n3cnnc3)cc2)C1
H28P110 ZINCsh00002fTAs4 CC1CCN(CC(=O)N2CC[C@@H](C)[C@@H](CNS(=O)(=O)CCOCCF)C2)CC1
H29P050 ZINCtb00002pFEtR Cn1nc(CNC(=O)C2([C@H]3CCCN3C(=O)c3ccc(CO)cc3)CC2)oc1=O
H28P130 ZINCsj00001dmntF COc1c[nH]nc1C(=O)N[C@]1(C)C[C@H](NC(=O)C2CCN(CC3CC3)CC2)C1
H28P100 ZINCsg00000FCkql CCc1ncncc1C(=O)N1C[C@H]2[C@H](N(C)C(=O)[C@@H]3C[C@H]3c3cnc[nH]3)[C@H]2C1
H29P120 ZINCti00001rXQpY Cc1nc(NC(=O)CC[C@H]2CCCN2C(=O)CCN2CCOC2=O)cnc1C#N
H25P310 ZINCpB00000aZZHU CCC=C(F)C(=O)N1C[C@H](C)C[C@@H](NC(=O)c2cc(F)ccc2F)C1
H29P500 ZINCtU00000tS4Pp CCCCC[C@H](CC)C(=O)N(C)C[C@H]1CN(C(=O)C2(C)CCCCC2)CC12CC2
H29P290 ZINCtz000004Jjb2 CC(C)CO[C@H](C(=O)N[C@@H]1CN(c2nccc(C#N)n2)CC2(CCC2)C1)C(C)C
H28P340 ZINCsE000004Odbu CC(C)(C(=O)OCCOc1ccc(F)cc1Cl)N1C(=O)c2ccccc2C1=O
H26P240 ZINCqu00000nPy5J Cc1conc1CC(=O)N(C)CC[C@@H](C)NC(=O)[C@@H](C)C(F)(F)C(F)F
H28P150 ZINCsl00001dmnuH COc1cnnc(C(=O)N(C)[C@@H](C)CNC(=O)c2cc(C)cc3nc[nH]c23)c1
H25P150 ZINCpl00000SIptW CC[C@H]1CO[C@H](CC)CN1C(=O)C#CCNC(=O)[C@@](C)(OC)C(C)C
H26P130 ZINCqj00000rr6st COCCc1cn(CC2CCN(C(=O)C[C@@H]3C[C@@H]4COC[C@@H]43)CC2)nn1
H29P150 ZINCtl00000PCIGw O=C([C@H]1CCc2nn[nH]c2C1)N1C[C@@H]2C[C@H]1CN2C(=O)[C@@H]1C[C@H]1c1ccccc1
H27P230 ZINCrt0000052LZ9 CC(C)(CCCN=c1[nH]nc(C2CC2)o1)NC(=O)c1cccn2cnnc12
H25P340 ZINCpE00000kqyGq C[C@H](NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]21)[C@H]1CCCN1C(=O)CC1CCC1
H29P400 ZINCtK00000DQf8Q Cc1cnn([C@H](C)C(=O)N(Cc2n[nH]c3ccccc23)C[C@]2(CF)CC2(C)C)c1
H28P430 ZINCsN000009Nt8i O=C(N[C@]12CCC[C@H]1N(Cc1cc(-c3cccs3)on1)CC2)[C@H]1CC=CCC1
H28P240 ZINCsu00000DRLj9 CCn1nnnc1[C@H](c1cnco1)N1Cc2c(OC)cccc2OC(C)(C)C1
H29P040 ZINCta00000hiqH0 CCc1ccccc1OCC(=O)N[C@H]1CS(=O)(=O)C12CCN(C(=O)C(C)=O)CC2
H24P260 ZINCow00000otobr CCN(CCC(=O)OC)C(=O)N=c1[nH]nc(C(F)(F)C(F)(F)F)s1
H22P260 ZINCmw00000dxxzh CC[C@H](CC(=O)NCCN(CC)C(=O)[C@H]1C[C@H](SC)C1)SC
H28P050 ZINCsb00001RqCsb Cn1nc(C(=O)N2CCN(C(=O)Cc3cnoc3)[C@@H](c3ncc[nH]3)C2)cc1F
H24P500 ZINCoU000010eT2X CC(C)C(C)(C)CN(Cc1cccc(Cl)n1)C[C@@H]1CC=CC[C@@H]1C
H25P190 ZINCpp00001BLwaq CC=CC[C@H](CO)NC(=O)[C@@H]1C[C@@H](F)CN1C(=O)C[C@H]1CCCSC1
H29P120 ZINCti00001rXQpL Cc1nc(NC(=O)C2=NO[C@]3(CCN(C(=O)C(=O)c4ccco4)C3)C2)ccc1O
H27M000 ZINCr500000NAUmk C[C@@]1(C(=O)N2CC[C@](F)(CNC(=O)CCN3CCCC3=O)C2)CNC(=O)C1
H25P070 ZINCpd00000MJYOk CCC(=O)N[C@@H]1COC2(CNC(=O)[C@@](C)(NC(C)=O)C(C)C)CC1C2
H28P200 ZINCsq000008xbhJ CCCC[C@@H](O)C(=O)N[C@@H]1CCN(C(=O)c2ccc3c(c2)CN(C)C3)C12CC2
H29P250 ZINCtv00000mG1Kd COC1(CNC(=O)[C@@H]2C[C@H]2CF)CCN(C(=O)c2n[nH]c3ccc(Cl)cc23)CC1
H28M100 ZINCs400001RqCs4 Cn1nc(C(=O)N2CCN(C(=O)c3cnn4c3OCC4)C[C@H](O)C2)cc1C#N
H28P390 ZINCsJ00000g39iH CC(C)C[C@H](CCO)CN=C(NCc1nc(C(F)(F)F)cs1)N1CC[C@H](C)C1
H27P080 ZINCre00001JsELy CC(C)c1ccc(C(=O)NCCOC2CN(S(=O)(=O)[C@H]3[C@@H]4COC[C@@H]43)C2)o1
H26P250 ZINCqv00000Ffbwu Cc1nc(CN(CC[C@@H](C)CCO)C(=O)c2cccn(C)c2=O)c(C)s1
H29P200 ZINCtq000007wrSO CC(C)OCC1(C(=O)N[C@H](C)CNC(=O)C[C@@H]2C(=O)Nc3c(F)cccc32)CC1
H24M000 ZINCo50000167Gx7 C[C@H]1CN([C@@H](c2cc3n(n2)CCC3)c2nnnn2C)CCS1(=O)=O
H29P180 ZINCto00001So1ok CCc1ccoc1[C@@H](c1nnnn1[C@@H](C)C(=O)OC)N1CCC(C2(O)CC2)CC1
H29P270 ZINCtx00000TfGHh C[C@H](CO)[C@@H]1CCCCN1[C@@H](c1ncc[nH]1)c1nnnn1CSc1ccccc1
H29P360 ZINCtG00000FiNFw C[C@@H](C(=O)Nc1cn2nc(Cl)ccc2n1)C1CCN(C(=O)c2cc(Br)c[nH]2)CC1
H26P110 ZINCqh00000KC69s CN(C(=O)C=C1CCOCC1)[C@H]1CC[C@@H](NC(=O)c2ccc[n+]([O-])c2)C1
H29P070 ZINCtd00002pF66T C[C@@H]1CN(C(=O)[C@H](CCC(N)=O)N=[N+]=[N-])C[C@@H]1NC(=O)c1ccc(NC=O)cc1
H24P500 ZINCoU000010eT3j CC/C=C\CCCN(Cc1cccc(Cl)n1)C[C@@H](CCC)OCC
H29M100 ZINCt400002pFEuB Cn1nc(CNC(=O)c2c[nH]c(C#N)c2)cc1C(=O)N1CC(O)(c2nn[nH]n2)C1
H29P380 ZINCtI000019MsdG Cc1cc2c(cc1CN(Cc1nn(C)cc1C)C[C@H]1C[C@@]13CC3(F)F)OCCO2
H27P380 ZINCrI00000tkqtC COc1c(C)csc1C(=O)N1CC[C@@H](NC(=O)c2cccc(C(C)C)c2)C1
H29P400 ZINCtK00000DQf8R Cc1cnn([C@H](C)C(=O)N(Cc2noc3c2CCCC3)C[C@@H]2C[C@H]3CC[C@H]2C3)c1
H27P230 ZINCrt0000052Mxs CC(C)(CCCO)C(=O)N1CCC(F)(F)[C@H](CNC(=O)c2cc(Cl)no2)C1
H29P210 ZINCtr00000EfGl5 Cc1csc(N2CCN(c3ncnc(=NCc4n[nH]c5c4CCCC5)[nH]3)CC2)n1
H29P010 ZINCt700002pF67g C[C@H]1CN(C(=O)[C@@H](CCOCCO)NC(=O)c2c[nH]c(C(N)=O)c2)CCC1(F)F
H27P140 ZINCrk00000Rif9X Cc1ncc(CC(=O)N[C@@](C)(CO)CNC(=O)CCSc2ccccc2)[nH]1
H23P500 ZINCnU000010eT3w CCCCCCCN(Cc1cccc(Cl)n1)C[C@H](O)CCCC
H24P370 ZINCoH00000aI4AD C=C(CCNC(=O)C1=CCCCC1)CNC(=O)[C@H](C)C[C@@H](C)CC
H29P460 ZINCtQ00000tS4P0 CCCCC[C@H](CC)C(=O)N(C)CC[C@H](C)NC(=O)Cc1ccc2[nH]ccc2c1
H27P250 ZINCrv00000PSmw6 COCc1cc([C@@H](NC2CC3(CCCC3)C2)c2nnnn2CCCF)on1
H28P110 ZINCsh00002fTArR Cc1ccnc(C(=O)N2CC[C@H]3[C@H](NC(=O)c4cc(O)ncc4F)[C@H]3C2)c1N
H29P190 ZINCtp00001So1pr CCc1cc(OC)ccc1C(=O)N1CCC=C(CNS(=O)(=O)CCOCCF)C1
H28P430 ZINCsN000000VjLt Cc1nc2ccccc2n1C[C@H]1CCCN1C(=O)NC[C@@H]1CCCCC1(F)F
H25P310 ZINCpB00000aZYbW CCC=C(F)C(=O)N1CC[C@@H](CNC(=O)c2c(O)ccc(F)c2Br)C1
H28P430 ZINCsN000000Vn8i Cc1ncsc1CNC(=O)C(=O)NCc1ccccc1-c1ccc(Cl)cc1Cl
H27P130 ZINCrj00001S4enI CC1(S(=O)(=O)NC[C@H]2CCC[C@H]2NC(=O)[C@H]2CCc3ncncc3C2)CC1
H28P360 ZINCsG000004oiyP CCC[C@H](CC(C)C)C(=O)NC[C@@H]1[C@@H](C)CCCN1C(=O)[C@H]1CCCCN1C
H29P350 ZINCtF00000Ueiwz Cc1ccc(Cl)cc1CN(CCOc1ncccn1)C(=O)c1ccc(O)nc1C
H29P300 ZINCtA000001eUxn CCOC(=O)c1cnc(SC)[nH]c1=NCC(C)(C)NC(=O)Cc1ccc(F)cc1
H28P390 ZINCsJ00000g3aqx CC(C)C[C@H](CNC(=O)C[C@H]1CCC12CCC2)NC(=O)c1nn(C)c(Cl)c1Cl
H27P080 ZINCre00001JsELT CC(C)c1ccc(C(=O)N[C@@H]2CCN(C(=O)[C@H]3CC(=O)CCO3)C[C@@H]2O)o1
H28P230 ZINCst00000isZCW CCOCCO[C@H](C)C(=O)NC[C@@H]1C[C@H]1CNC(=O)Cc1ccc(F)c(Cl)c1
H22P280 ZINCmy00000dxxzE CC[C@H](CC(=O)NCCNC(=O)/C=C/CCC(C)C)C(F)F
H28P250 ZINCsv000006Ewa6 C#Cc1cccc(C(=O)N2CC[C@@H](NC(=O)c3n[nH]cc3C)C[C@H]2C2CC2)c1
H25P190 ZINCpp00000SIptw CC[C@@H]1COCCN(C(=O)CONC(=O)c2cc3ccccc3o2)C1
H29P420 ZINCtM00000NhJz0 COc1cc(C)nc(N[C@H]2CCC[C@H](C(=O)Nc3c(Cl)nc(SC)nc3Cl)C2)n1
H29P100 ZINCtg00001rXQqF Cc1nc(NC(=O)[C@@H](C)Oc2ccccn2)sc1C(=O)N1C[C@H]2CNC(=O)[C@H]2C1
H29P200 ZINCtq000007wsrp CC(C)OCC1(C(=O)N[C@H]2CO[C@H]3CN(C(=O)C4(C#N)CCCCC4)C[C@@H]23)CC1
H25P110 ZINCph000015JicY C#CC[C@]1(O)C[C@@H](C(=O)NC2(C(=O)N(C)OCC(F)(F)F)CCC2)C1
H25P120 ZINCpi00001BLwaH CCCC[C@H](CO)NC(=O)[C@H]1C[C@@H](NC(=O)c2cccnc2NC)C1
H29P190 ZINCtp00000KOeY6 CCc1nc(C)c(C(=O)NC[C@@H]2C[C@H](NC(=O)c3cncn3C)C2(C)C)c(C)n1
H26P380 ZINCqI00000j20i9 N#Cc1ccnc(N[C@H]2CCC[C@@H](C(=O)Nc3ccc(F)c(Br)c3)C2)n1
H27P460 ZINCrQ000008Crxc Cc1cc(C(=O)N2CC[C@@H](c3cn(-c4ccccc4Br)nn3)C2)ccc1Cl
H27P230 ZINCrt0000052O9v CC(C)(CCN=c1nc2ncccc2c[nH]1)NC(=O)c1cnc2n1CCS2
H28P290 ZINCsz00000hoPg5 CC12CCC(C(=O)N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)Cc3cn[nH]c3)(CC1)CC2
H23P060 ZINCnc000000L8st CS(=O)(=O)N1C[C@@H](C(=O)Nc2cnccn2)Oc2ccccc21
H23P280 ZINCny00000j2rPG CCCCS[C@@H](C)C(=O)NC[C@H](F)CNC(=O)C(C)(C)CSC
H27M100 ZINCr400000NARNr Cc1nc[nH]c1C[C@H](O)C(=O)N1C[C@@H](F)C[C@H](NC(=O)CNS(C)(=O)=O)C1
H28P170 ZINCsn0000121UNM O=C(N[C@@H]1CN(C(=O)Cc2c[nH]c3c(F)cccc23)CC12CC2)[C@H](O)C1CC1
H28P220 ZINCss00000qGBrf C=C(C)[C@H](CC(=O)NC[C@H](CCC)C(=O)N1CC=C[C@]1(C)C(=O)OC)OCC
H29P130 ZINCtj00000qI1OJ CCn1c(C(=O)N2C[C@@H](NC(=O)c3nncc4c3CCCC4)C[C@@H]2C)cnc1O
H29P410 ZINCtL00000NhJyr COc1cc(C)nc(N2C[C@@H]3CC[C@H](C2)N3C(=O)c2cc(Br)cc(C(C)C)c2)n1
H29P320 ZINCtC000001FvwL CC[C@@H]1CC[C@@H](C(=O)N(CCOC)C2CCN(C(=O)CC[C@H]3CC3(C)C)CC2)O1
H27P230 ZINCrt0000052MzX CC(C)(CCCO)C(=O)N1CCCC[C@@H](NC(=O)[C@H]2CCOCC2(C)C)C1
H28P100 ZINCsg00000FCmWx CCc1ncncc1C(=O)NC[C@]1(F)CCCN(C(=O)c2ncnn2CC)C1
H28P220 ZINCss00000qGBr8 C=CC[C@H](CC(=O)N(C)[C@@H](C)c1ncccn1)NC(=O)Cc1c(C)noc1C
H27P310 ZINCrB00000aXScS C=CCCC(=O)NCCC1(OC)CN(C(=O)C=Cc2ccc(SC)cc2)C1
H28P070 ZINCsd00002fTAsv Cc1ccn(CC(=O)N2CC[C@H](NC(=O)CNC(=O)[C@H]3C[C@@H]3C)C(C)(C)C2)n1
H27P380 ZINCrI00000tkqtP COc1c(C)csc1C(=O)N1CCCN(C(=O)C2CC(C(C)(C)C)C2)CC1
H29P340 ZINCtE00000r82rQ CC1=C(C(=O)N(C)[C@H]2CC[C@@H](NC(=O)C[C@H](C)C3=CC=CC=C3)CC2)C=NN1C
H27P090 ZINCrf00001JsELx CC(C)c1cc(CC(=O)NCCOC2CN(c3ncnc(O)c3F)C2)on1
H27P070 ZINCrd00000lDtW2 COCC(=O)N(C)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CC(=O)N[C@H](C)C1
H29P060 ZINCtc00002pFEtO Cn1nc(CNC(=O)C2(CF)CC(=O)C2)cc1C(=O)N[C@H]1C[C@@H](CO)C12CCC2
H26P290 ZINCqz00000xhIml CC1(C)CC(CNC(=O)Nc2ccc(S(N)(=O)=O)cc2F)(C(F)(F)F)C1
H25P310 ZINCpB00000aZZcC CCC=C(F)C(=O)N1C[C@@H](NC(=O)C(C)(C)c2cscn2)CC1(C)C
H28P260 ZINCsw00000pGjc2 CCC(CC)C[C@@H](F)C(=O)N1CCC[C@H]1CN(C)C(=O)CCN1CCCC1=O
H26P230 ZINCqt00000nPy6r Cc1conc1C(=O)NC[C@H]1C[C@@H](NC(=O)c2nocc2Cl)C12CCC2
H23P420 ZINCnM00000ylDD9 C=CCCNC(=O)c1n[nH]c2ccc(-c3cc(C)sc3C)cc12
H23P090 ZINCnf00001A2MJ0 C[C@H](CNC(=O)CC1(C#N)CC1)Nc1ncc2c(ncn2C)n1
H26M000 ZINCq500000gkxWJ CN1CCC(C(=O)NC[C@H]2CN(C)CCN2C(=O)[C@@]23COC[C@@H]2C3)CC1
H26M000 ZINCq500000gkAA5 CN1CCC(C(=O)N[C@H](CO)CNC(=O)C2(c3ccnn3C)CC2)CC1
H29P430 ZINCtN00000NhJz2 COc1cc(C)nc(N[C@H]2CC[C@@H](C(=O)Nc3ccc4sc(C)nc4c3)CC2)n1
H28P230 ZINCst00000isYFy CN1CCN(C)C2(CCN(C(=O)c3ccc(Cl)cc3N3CCCC3=O)CC2)C1
H29P240 ZINCtu00000eU4x9 CSc1nc(C(=O)NC2CC3(C2)C[C@H]3NC(=O)c2ccn(C)c2)c2ccccn12
H27P460 ZINCrQ000008CrkN Cc1cc(C(=O)N2CC[C@@H](NC(=O)[C@H]3CC[C@H](C(C)C)CC3)C2(C)C)cs1
H29P280 ZINCty00000CNCH0 CC[C@H]1CC[C@H](C)N(C(=O)c2n[nH]c3c2CN(C(=O)Cc2ccc(C)nc2)C3)C1
H24P230 ZINCot000004C3s8 COCCSCc1ccc(C(=O)NCC2(C(=O)O)CC(F)(F)C2)o1
H29P050 ZINCtb00002pF67I C[C@H]1CN(C(=O)[C@@H](C)N2CCNC2=O)C[C@@H]1CC(=O)NC[C@@]1(CO)CC12CCC2
H27P070 ZINCrd00000lDu2r COCC(=O)N(C)C[C@H]1CN(C(=O)c2cc(NC(N)=O)ccc2Cl)CCO1
H28P270 ZINCsx00000vkq9R C=CCOCCN(Cc1ccc(C(=O)OC)nc1)Cc1cc(O)cc(OC)c1
H28P430 ZINCsN000000VkQd Cc1ncc(COC(=O)Cc2c(C)oc3ccccc23)c2c1OC(C)(C)OC2
H28P190 ZINCsp0000121UN3 O=C(N[C@@H]1CN(C(=O)c2nncs2)CCc2ccccc21)[C@@H]1C[C@H]2CC[C@@H]1O2
H29P040 ZINCta00000hirGj CCc1cccnc1C(=O)NC[C@@H](O)CNC(=O)[C@H](O)c1cccc([N+](=O)[O-])c1
H26P370 ZINCqH00000j20iL N#Cc1cc(NC(=O)c2cccc(NC(=O)C[C@H]3CCCCO3)c2)cs1
H28P390 ZINCsJ00000g3a6E CC(C)C[C@H](CNC(=O)CCc1ccc(Cl)c(Cl)c1)NC(=O)C(C)(C)N(C)C
H26P240 ZINCqu00000nPy64 Cc1conc1C(=O)N1CCN(C(=O)[C@H]2C[C@@H]3C[C@@H]3C2)C[C@H]1CC1CC1
H22P240 ZINCmu00000dxxzt CC[C@@H](C)C(=O)NCCN(C(=O)c1ccc(I)nc1)C1CC1
H29P380 ZINCtI000019Msdm CC1CC2(C1)CC(C(=O)NC[C@@]1(F)CCCN(C(=O)C[C@H]3C[C@H]4C=C[C@@H]3C4)C1)C2
H28P330 ZINCsD00000ipXMP CC(C)(C)CCC(=O)N1C[C@@H](C(F)(F)F)OC[C@@H]1CNC(=O)Cc1ccsc1
H29P170 ZINCtn00001So1pi CCc1cc(O)ccc1NC(=O)[C@H](NC(=O)c1cn(C2CC2)nn1)[C@H]1CCCO1
H26P180 ZINCqo00001RRBUm Cc1ccc(CC(=O)N[C@H]2COCC[C@H]2C(=O)NC[C@H](C)N=[N+]=[N-])cc1
H26P220 ZINCqs00000cnoDC C[C@@H]1CC(=O)N[C@@H]1C(=O)N[C@H]1CCC[C@H](NC(=O)CCCC(C)(C)C)C1
H28P330 ZINCsD00000ipXN1 CCC=CC=CC(=O)N1C[C@H](CNC(=O)C2=CCC[C@@H]2C)CC12CCOCC2
H28M000 ZINCs500001RseQJ O=C(c1cccnc1O)N1CCO[C@H](CCCNC(=O)[C@]2(CO)CCOC2)C1
H28P240 ZINCsu00000DRLiH CCn1nnnc1[C@@H](c1cnc(Br)n1C)N1CCC[C@H](n2nc(C)cc2C)C1
H28P100 ZINCsg00000FCitT CCc1ncncc1C(=O)N1CCC[C@@]2(C[C@@H](NC(=O)COC3CC3)CO2)C1
H26P370 ZINCqH00000j20id N#Cc1ccnc(N[C@H]2CCN(Cc3sc(C=O)c(Br)c3Br)C[C@H]2F)n1
H29P320 ZINCtC000001FtZH CC[C@@H]1CCC[C@]1(C)C(=O)N[C@@H](C)CCCNC(=O)c1ccc2nc(O)cn2c1
H28P350 ZINCsF00000aq7cZ CC=CC(=O)N[C@@](C)(CNC(=O)[C@H](Oc1ccc(F)cc1F)C(C)C)C(C)C
H27P050 ZINCrb00000NARYe Cn1c(C(=O)NC[C@@]2(F)CCN(C(=O)C[C@H](O)CC(C)(C)C)C2)cnc1O
H29P430 ZINCtN00001rhahS CC(C)[C@@](C)(O)CN(CCc1ccc(F)cc1Cl)Cc1cccc(OCCO)c1
H29P350 ZINCtF00000UeiwL Cc1ccc(Cl)cc1C(=O)N1C[C@H](NS(=O)(=O)C[C@@H]2CC[C@@H](F)C2)CC(F)(F)C1
H27P340 ZINCrE00000jsacS CCC(=O)N(C)[C@H](CNC(=O)C1([C@@H]2CCCCO2)CCC1)c1ccccc1
H29P410 ZINCtL00000NhJyS COc1cc(C)nc(N(Cc2c(F)cc(Br)cc2Br)c2ccn(C3CNC3)n2)n1
H28P400 ZINCsK00000gXPfj Cc1nnsc1C(=O)N(Cc1ncn2ccccc12)CC1CC(=C2CCC2)C1
H27P260 ZINCrw00000PSmvC COCc1ccc(C(=O)N[C@H]2C[C@H]3C[C@H]2C[C@@H]3NS(=O)(=O)C2CCCC2)s1
H28P290 ZINCsz00000hoPPa Cc1snnc1C(=O)N[C@H]1C[C@H]2CC[C@@H]1N2C(=O)[C@H]1CC=Cc2ccccc21
H27P220 ZINCrs000004onPu Cc1sc(-c2nc[nH]n2)nc1C(=O)N1CCc2cc(F)cc(C(=O)O)c2C1
H26P310 ZINCqB00000xhImn Cc1ccc(CNC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)nn1
H28P320 ZINCsC000006XmcE CC(C)[C@](C)(CNC(=O)c1c[nH]c2cc(F)ccc12)NC(=O)Cc1ccsn1
H25M100 ZINCp4000015Jid8 C#CC[C@]1(O)C[C@@H](C(=O)NCC2(C(=O)N3CC(CO)(CO)C3)CC2)C1
H27P060 ZINCrc00001JsELC CC(C)c1ccc(C(=O)NCC(=O)NCC(=O)N2CC3(CC3)C[C@H]2CO)o1
H27P330 ZINCrD00000rSZTJ CCCCN(Cc1ccccc1F)C(=O)N[C@H]1CCc2nc(CC)nn2C1
H24M000 ZINCo50000167GxS C[C@H]1CN([C@@H](c2nnn(C)n2)c2nnnn2C2CCC2)C[C@@H]1CO
H28P340 ZINCsE000004OcNn CC(=O)c1cnc2ccc(=N[C@H]3CC[C@H](CNC(=O)OC(C)(C)C)CC3)[nH]n12
H28P090 ZINCsf00002fTArK Cc1ccn(CC(=O)N2CC([C@H]3CCCCN(C(=O)[C@@H]4COC(=O)N4)C3)C2)c1
H28P300 ZINCsA00000cXRzV Cc1ncc(C=CC(=O)N[C@H]2CCC[C@@H](NC(=O)C=Cc3ccn(C)c3)C2)s1
H27P220 ZINCrs000004onxs Cc1nc2ccnn2c(C)c1C(=O)Nc1ccc2cc(C(=O)O)cnc2n1
H27P460 ZINCrQ000008CrZE Cc1cc(C(=O)N2CC[C@H](CN(C)c3nc(C(C)C)ncc3Br)C2)c(C)s1
H29P040 ZINCta00000hiwkD CCc1cn2c(n1)C[C@@H](C(=O)N1CC3(CN(C(=O)c4cc[nH]n4)CCO3)C1)CC2
H29P240 ZINCtu00000eU4oF CSc1nc(C(=O)NC/C=C/CNC(=O)C23CC(C)(C2)O[C@H]3C)c2ccccn12
H28P190 ZINCsp0000121UNw O=C(N[C@@H]1CN(C(=O)CC2CC(CF)C2)CCC12CCOCC2)c1cnc[nH]1
H28P340 ZINCsE000004Ocl6 CC(=O)c1ccc(NC(=O)[C@@H](C)OC(=O)c2cnc(C3CCOCC3)s2)cc1
H22P290 ZINCmz00000bjbik COC(=O)C[C@@H](NCc1ccc(O)nc1)c1ccc(Br)cc1
H23P060 ZINCnc000000L7vP CS(=O)(=O)N1CCC(NC(=O)N2CCC3(CCOCC3)C2)CC1
H26P370 ZINCqH00000j20iO N#Cc1cc(NC(=O)c2cccnc2-c2cc(F)c(CO)c(F)c2)cs1
H29P180 ZINCto00001So1pb CCc1cc(O)ccc1NC(=O)[C@H]1CCC=C[C@H]1NC(=O)CN1CCC(O)CC1
H29P280 ZINCty00000CNCGV C#C[C@H]1CC[C@H](CNC(=O)c2conc2CNC(=O)[C@@H]2Cc3ccccc32)CC1
