tranche zincid SMILES
H29P350 ZINCtF00000UeiwJ Cc1ccc(Cl)cc1C(=O)N1C[C@@H]2C[C@H]1[C@H](NC(=O)c1cn(C3CC3)nc1C)C2
H29P220 ZINCts00000s9veE CCCC[C@H](NC(N)=O)C(=O)N[C@@H](C)CCN(C)C(=O)Cc1c(C)cccc1F
H27P160 ZINCrm00000RibJT N#Cc1ccc(C(=O)N2CC(NC(=O)c3ccnnc3)C2)cc1C(F)(F)F
H27P400 ZINCrK00000tkqtV COc1cc(C)sc1C(=O)N1CC[C@](NC(=O)C=CC=C(Cl)Cl)(C2CC2)C1
H27P130 ZINCrj00001S4eop CC1(S(=O)(=O)N[C@@H]2CCN(C(=O)c3ccc(C4CC4)cn3)C[C@H]2O)CCC1
H28P160 ZINCsm00001dmnu5 COc1c[nH]nc1C(=O)N[C@H](CNC(=O)C[C@@H]1CCCN1C)C1CCCCC1
H29P110 ZINCth00001rXQqf Cc1nc(NC(=O)[C@H]2C[C@@H]3C[C@H]3N2C(=O)c2cccn3c(O)nnc23)ncc1Br
H29P100 ZINCtg00001rXQqn Cc1nc(NC(=O)[C@H]2CCN(C(=O)c3ccc(OCCO)cc3)C2)c(C#N)n1C
H29P200 ZINCtq000007wsqB CC(C)OCC1(C(=O)N[C@H]2COC[C@H]2NC(=O)C[C@H]2CCCC3(CCC3)O2)CC1
H25M000 ZINCp5000015JidK C#CC[C@]1(O)C[C@@H](C(=O)NC/C=C/CC(=O)N[C@@H](C)C(=O)NCC)C1
H29P280 ZINCty00000CNCGZ C#C[C@H]1CC[C@H](CNC(=O)[C@@]2(NC(=O)[C@@H]3[C@H]4CC(=O)C[C@H]43)CCC(C)(C)C2)CC1
H24P300 ZINCoA00000gZZjg CSCC(=O)N[C@H](C)CCN(C)C(=O)c1ccc(F)c(CSC)c1
H26P200 ZINCqq0000095nWn C[C@H]1C[C@H](NC(=O)CCCC(C)(C)C)CN1C(=O)CCc1nncn1C
H28P170 ZINCsn000003v62j CSc1nccnc1C(=O)N[C@@H]1COC2(C1)CN(C(=O)[C@@H]1CC[C@H]3C[C@H]3C1)C2
H24P600 ZINCoV000010eT3g C=CC(C)(C)CCN(Cc1cccc(Cl)n1)C[C@@H](C)CC(C)(C)C
H28P160 ZINCsm00000M6Dj5 CCn1ccc(C(=O)NC[C@@H]2CC[C@@H]2NC(=O)CC2(CS(C)(=O)=O)CC2)c1C
H29P400 ZINCtK00000DQf8B Cc1cnn([C@H](C)C(=O)N(CC2CCC(C(F)F)CC2)C[C@@H]2CC(F)(F)CO2)c1
H29P310 ZINCtB00000oxE6G Cc1oncc1C(=O)N1C[C@H](CNC(=O)c2cc3cc(F)ccc3o2)C2(CC2)C1
H23P500 ZINCnU000010eT33 CCC(C)(C)CCN(Cc1cccc(Cl)n1)C[C@H]1C[C@@H]1C(C)C
H29P220 ZINCts00000s9veH CC(C)C[C@@H](NC(=O)c1cccc2c1OCCN2C)c1cn([C@H](C)C(=O)O)nn1
H29P360 ZINCtG00000FiNFz C[C@H](C(=O)Nc1cnc2c(c1)CN(C(=O)c1cocn1)CC2)c1ccc(Cl)cc1
H28P100 ZINCsg00000FCqcz CCc1ncoc1C(=O)N1CC=C(CNC(=O)/C=C/CN2CCOCC2)CC1
H28P240 ZINCsu00000DRLiG CCn1nnnc1[C@@H](c1cnc2n1CCOC2)N(C)Cc1cc(F)cc(Cl)c1
H29P430 ZINCtN00001rhai6 CCC[C@@](C)(O)CN(CCCc1ccccc1OC)Cc1cn2ccccc2n1
H28P360 ZINCsG000003IeGt CC(C)COc1ccc(C(=O)NC[C@@H](C)CN(C)C(=O)CCCN=[N+]=[N-])cc1
H28P210 ZINCsr00000qiz3l Cc1ccccc1CC(=O)NC[C@@H]1OCC[C@@H]1C(=O)Nc1cccc(CO)c1
H24P290 ZINCoz00000gZZiY CSCC(=O)N[C@H]1C[C@H]2C[C@H]1CN(C(=O)c1cccc(Br)c1F)C2
H25P210 ZINCpr00000m9YbD CCC=CC(=O)N1CCC[C@H](C(=O)N[C@H](C)c2n[nH]c(CC)n2)[C@@H]1C
H27P320 ZINCrC00000rSZTb CC(C)(C)n1nc(CNS(=O)(=O)N2CCCC[C@@H]2C(F)(F)F)cc1C1CC1
H28P210 ZINCsr00000qiz30 Cc1ccccc1CC(=O)N(C)CCCCCC(=O)N1C[C@H](C)O[C@@H](CO)C1
H25P210 ZINCpr00000m9YbM CCC=CC(=O)N1CCC([C@H](CO)NC(=O)[C@]2(C)C[C@@H]3C[C@@H]3C2)CC1
H29P330 ZINCtD00000tGuiH Cc1nc(NCc2cnc(-n3cccn3)s2)cc(N[C@H]2CCN(C(C)(C)C)C2)n1
H29P350 ZINCtF00000Ueiwg Cc1ccc(Cl)cc1CNc1c(N2CC[C@@H](N(C)c3ccccc3)C2)c(=O)c1=O
H25P220 ZINCps00000m9YbW CC(C)C(C(=O)N1CCC[C@H](C(=O)NO[C@H](CO)C(C)C)C1)C(C)C
H27P120 ZINCri00001S4eoq CC1(S(=O)(=O)N[C@H]2CCN(C(=O)c3ccc(=O)n(C4CC4)c3)C[C@@H]2F)CC1
H25P260 ZINCpw00000QmyP1 CC[C@H](CCOC)NC(=O)[C@@H]1CC(C)(C)CN1C(=O)[C@H]1C=C(C)CS1
H25P050 ZINCpb000015MC3P C=COCCCNC(=O)c1c(CNC(=O)C#CC2CCC2)nnn1C
H28P280 ZINCsy00000mk6GS C#Cc1ccc(CC(=O)NC2(C)CN(C(=O)C3CC(CC4CC4)C3)C2)c(F)c1
H22P310 ZINCmB00000bjbip COC(=O)C[C@@H](NCc1cc(F)c(F)cc1O)c1cccs1
H27P370 ZINCrH00000tkqtA COc1c(C)csc1C(=O)N1CC[C@H](NC(=O)c2ccccc2Cl)[C@@H](F)C1
H28P140 ZINCsk00001dmnuD COc1cnnc(C(=O)N(C)[C@H]2CCC[C@@H](NC(=O)/C=C/c3cnc[nH]3)C2)c1
H25P100 ZINCpg000015JidE C#CC[C@]1(O)C[C@@H](C(=O)N(C)CCCC(=O)N(C)[C@@H]2CCCOC2)C1
H29P460 ZINCtQ000003WLsd C[C@@H](CC1CCN(C(=O)c2c(F)cccc2F)CC1)NC(=O)CCC1CCCC1
H24P230 ZINCot000004C3OI CO[C@@H](C(=O)NC1(CC(=O)O)CCC(F)(F)CC1)c1cccnc1
H29P200 ZINCtq000007ws5W CC(C)OCC1(C(=O)N[C@H]2CCC[C@@H](NC(=O)c3ccn4cnnc4c3)C2)CC1
H29P200 ZINCtq000007wsrB CC(C)OCC1(C(=O)N[C@H]2CO[C@]3(CCN(C(=O)[C@]4(C)C[C@@H](C#N)C4)C3)C2)CC1
H29P130 ZINCtj00000qI0D6 CCn1c(C(=O)N2CC[C@H](CN(C)C(=O)[C@H]3CCCc4n[nH]cc43)C2)cnc1O
H28P390 ZINCsJ00000g3a3W CC(C)C[C@H](CNC(=O)CC[C@@H](C)N(C)C)NC(=O)c1nc(Cl)sc1C(C)C
H29P230 ZINCtt00000xdJn8 COc1ccc2sc([C@@H](C(=O)NC3COC3)N3CC[C@@H](COC(C)=O)C3)cc2c1
H29P250 ZINCtv00000mG1Ky COC1(CNC(=O)[C@@H]2C[C@H]2CF)CN(C(=O)c2conc2-c2ccc(Cl)cc2)C1
H28P230 ZINCst00000isZB2 CC[C@H](C(=O)NCCCNC(=O)C(O)(C1CC1)C1CC1)c1ccc(OC)cc1
H26P100 ZINCqg00000KC4Xx CC(C)c1cc(C(=O)NCC[C@H](C)NC(=O)CC(=O)NCC2CC2)n[nH]1
H25P170 ZINCpn00000SIptC CC[C@@H]1COCCN(S(=O)(=O)c2c[nH]ccc2=NCc2cnco2)C1
H29P320 ZINCtC000001Fubz CC[C@@H]1CCC[C@]1(C)C(=O)N[C@@H]1CCCN(C(=O)c2ccc(O)c(CO)c2)CC1
H25P470 ZINCpR000010eT3l C#CCCCCCN(Cc1cccc(Cl)n1)C[C@H](CCO)C(C)(C)C
H29P440 ZINCtO00001rhai7 CCC[C@](C)(O)CN(CCCc1cccc(Cl)c1)Cc1ccc2c(n1)OCCO2
H26P240 ZINCqu00000nPy6y Cc1conc1C(=O)N(CCNC(=O)Cc1cc[nH]c1)C1CCCCC1
H22P110 ZINCmh00000qmBOH O=C(NCCF)[C@@H]1C[C@]12CCN(C(=O)c1ccc(F)cn1)C2
H25P240 ZINCpu00000fkgiL CCC[C@@H](C)C(=O)N1CCOC[C@@H]1C(=O)Nc1onc2ccccc12
H29P290 ZINCtz000004Jkfp CC(C)CO[C@H](C)C(=O)N1CCCC12CCN(C(=O)C1(N(C)C)CCCC1)CC2
H28P430 ZINCsN00000nINvb C[C@H](C(=O)N1CCC[C@@H]1CN(C)C(=O)CCCC1CCCC1)C(F)(F)C(F)F
H27P070 ZINCrd00000lDtIp COCC(=O)N(C)CCN1CCN(C(=O)c2cnoc2-c2ccoc2)CC1
H28P170 ZINCsn000003v46L CSc1nccnc1C(=O)NCCCN(c1cc(C)nc2ncnn12)C1CC1
H28P430 ZINCsN000009Npfx O=C(N[C@]12CCCN(C(=O)c3cc(Cl)c[nH]3)C[C@@H]1C2)c1csc2ccccc12
H29P210 ZINCtr00000EfGkP Cc1csc(C(=O)N[C@@H]2C[C@H]3CC[C@@H]2[C@@H](NS(=O)(=O)[C@@H]2CC(=O)N(C)C2)C3)c1Cl
H27P070 ZINCrd00000lDt7o COCC(=O)N(C)CC(=O)N[C@H]1CC12CC(NC(=O)C1CC(=C3CC3)C1)C2
H22P440 ZINCmO000010eT3r C#CCCCCCN(Cc1cccc(Cl)n1)C[C@H](F)C1CC1
H22M000 ZINCm500000qmBNL O=C(NCCCO)[C@@H]1CN(C(=O)c2cc[n+]([O-])cc2)CCS1
H29P210 ZINCtr00000EfGkO Cc1csc(C(=O)N[C@H]2C[C@@H]2C2CCN(C(=O)[C@@H](O)CN3CCCC3)CC2)c1C
H29P190 ZINCtp00001So1oK CCc1ccoc1C(=O)N1[C@H]2CCC[C@H]1CN(C(=O)[C@H](CCN(C)C)N(C)C)C2
H26P460 ZINCqQ00000iKFlV COC(=O)c1cc(F)c(-c2noc(C(F)=CC3CCCCC3)n2)c(F)c1
H26P180 ZINCqo00001mW5t3 CC#CCCCC(=O)N(C)CCCNC(=O)[C@@H](NC(C)=O)C1CCCC1
H29P390 ZINCtJ000019Mse8 Cc1cc2ccccc2c(C(=O)N[C@@H](CC(C)(C)C)c2cn(CCO)nn2)c1C
H23P060 ZINCnc000000L5UX CS(=O)(=O)CC1(CNC(=O)[C@H]2CNC(=O)CC23CCC3)CCC1
H27P320 ZINCrC00000rSZTU CC(C)CN(Cc1ccc(F)c(Cl)c1)C(=O)c1cn([C@H]2COC[C@H]2F)nn1
H29P110 ZINCth00001rXQqa Cc1nc(=NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](C)Cc2ccccn2)s[nH]1
H22P140 ZINCmk00000qmBNZ O=C(NCCCO)[C@H]1CSCCN1Cc1ccc(I)cc1O
H28P100 ZINCsg00000FChEV CCc1ncncc1C(=O)N1CC(C2CN(C(=O)c3cn(C(C)C)nn3)C2)C1
H29P500 ZINCtU00000tS4PA CCC(C)(C)[C@@H](C)CC(=O)N(C)C[C@H](C)N(C)C(=O)c1cc(C(C)(C)C)[nH]c1C
H28P090 ZINCsf00001n4KW2 CCc1cnn(CC(=O)N[C@@H]2CN(C(=O)C(C)(C)C(=O)OC)C[C@@H]2C2CC2)c1
H27P360 ZINCrG00000aZb6x CC(C)c1ncc(C(=O)N2CC[C@@H](n3cc(CCC4CCCC4)nn3)C2)o1
H28P360 ZINCsG00000fKQCL CC/C(C)=C/C(=O)N(CCNC(=O)Cc1ccc(O)cc1C(F)(F)F)C(C)C
H29P040 ZINCta00000hizCF CCc1cnc(CC(=O)N2CC3(CN(C(=O)Cc4ccn(CC)n4)CCO3)C2)[nH]1
H29P230 ZINCtt00000xdJn1 COc1ccc2oc([C@@H](C(=O)NCCC#N)N3CCO[C@H](C4(C)N=N4)C3)cc2c1
H24P060 ZINCoc0000065mb9 Cn1cnc(C(=O)N2CCCC[C@H]2[C@H]2CCN(CC#N)C2)cc1=O
H25P080 ZINCpe000015Jidr C#CC[C@]1(O)C[C@@H](C(=O)NC[C@](C)(CC)C(=O)NC[C@H](C)[C@@H](C)O)C1
H28P340 ZINCsE000004OdlT CC(C)(C)C(=O)N1CC[C@H](CNC(=O)[C@@H]2C[C@H]2c2ccc(OC(F)F)cc2)C1
H26P190 ZINCqp00001RRBUe Cc1ccc(CC(=O)N[C@H]2CO[C@]3(CCN(C(=O)C4CC4)C3)C2)c(F)c1
H29M100 ZINCt400002pFEui Cn1nc(CNC(=O)c2cn(CCO)nn2)cc1C(=O)N[C@@H]1C[C@@H](O)C12CCC2
H25P340 ZINCpE00000kqyGw C[C@H](NC(=O)[C@H]1C[C@@H]2C[C@@H]2C1)[C@H]1CCCN1C(=O)C1CCCCCC1
H28P180 ZINCso0000121UNn O=C(N[C@@H]1CN(C(=O)C=C2CC2)C2(CCOCC2)C1)[C@@H](O)c1cccc(F)c1
H29P090 ZINCtf0000065qb3 O=C(NCCC1(O)CN(C(=O)c2ccc(F)c(O)c2F)C1)c1ccc([N+](=O)[O-])[nH]1
H24M000 ZINCo50000167GxG C[C@@H]1CN([C@@H](c2ncn(C)n2)c2nnnn2CCC#N)[C@H](C)CO1
H29P370 ZINCtH00000o0UhS Cc1cc2c(cc1CN1CC[C@H](CC(=O)NCCc3sccc3C)C1)OCCO2
H28P080 ZINCse00001n4KW3 CCc1cnn(CC(=O)N[C@H]2CN(C(=O)CCCn3cncn3)CC[C@@H]2C)c1
H23P060 ZINCnc000000L81B CS(=O)(=O)N1CCC[C@H]1C(=O)Nc1ccnc(-n2cccn2)c1
H29P360 ZINCtG00000FiNFg C[C@@H](C(=O)Nc1ccn2ncnc2c1)C1CCN(C(=O)c2sc(Cl)nc2Cl)CC1
H28P340 ZINCsE000004OcrA CC(=O)c1ccc(O[C@@H](C)C(=O)N2CCC(c3nc(C)cc(C)n3)CC2)cc1
H25P080 ZINCpe00000MJYOf CCC(=O)N[C@@H]1CN(C(=O)c2ccn3ncnc3c2)[C@](C)(COC)C1
H27P040 ZINCra00000NAY1o Cc1cnc(CC(=O)N[C@]2(CO)CCCN(C(=O)[C@@]3(C)CCCN3C)C2)o1
H28P160 ZINCsm00000M6C8v CCn1ccc(C(=O)NCC[C@]2(O)CCN(C(=O)c3nc(O)c(C)s3)C2)c1C
H25P060 ZINCpc000015Jidx C#CC[C@]1(O)C[C@@H](C(=O)NCC(C)(C)C(=O)N2CCC[C@H](O)CC2)C1
H28P430 ZINCsN000009NqyG O=C(N[C@]12CCC[C@@H]1N(C(=O)[C@@H]1CCC[C@@H]3[C@H]1C3(F)F)CC2)c1cc(Cl)cs1
H29P090 ZINCtf0000065t2i O=C(NCCC1CCN(C(=O)[C@@H]2CO[C@@H]3COC[C@@H]32)CC1)c1c[nH]cc(F)c1=O
H29P500 ZINCtU00000tS4OO CCCCC[C@@H](C)CC(=O)N(C)CC[C@H](C)NC(=O)c1ccc(-c2ccco2)s1
H27P290 ZINCrz00000xl8Fv CCC(=O)C1(C(=O)NC2CC3(C2)C[C@@H]3C(=O)N2CC[C@@H](C)C(C)(C)C2)CC1
H28P100 ZINCsg00000FChME CCc1ncncc1C(=O)N1CC(O)(CNC(=O)[C@@H](C(C)C)n2cccc2)C1
H26P280 ZINCqy000004Cgp0 Cn1c(Cl)nc2nc(Cl)nc(NC[C@@H]3CCN(C(=O)C4CC=CC4)C3)c21
H26P060 ZINCqc00000KC7r7 CN(CCNC(=O)C1CC(CCF)C1)C(=O)Cc1nc2ncccn2n1
H24P230 ZINCot000004C3lj COCCC[C@@H](C)C(=O)N[C@@H](Cc1ccc2c(c1)CCC2)C(=O)O
H25P240 ZINCpu00000fkgiP CCC[C@H](C)C(=O)N1CCOC[C@H](NC(=O)c2ncc(Cl)cc2C)C1
H28P430 ZINCsN000000VicX Cc1nc2cc(NC(=O)N(C)[C@@H](CNC(=O)OC(C)(C)C)C3CC3)ccc2s1
H25M000 ZINCp5000015Jidi C#CC[C@]1(O)C[C@@H](C(=O)NCCC2(NC(=O)[C@H](CO)OC)CCC2)C1
H25P070 ZINCpd000015MC3p CCOCCCNC(=O)c1ccc(CNC(=O)[C@@H]2CSCC(=O)N2)s1
H26P240 ZINCqu00000nPy67 Cc1conc1C(=O)NC[C@@]12CC[C@@H](CN(C(=O)C3CC(C)(F)C3)C1)C2
H29P410 ZINCtL00001rhahW CC[C@@](C)(CO)CN(CCc1ccc(OC)cc1)Cc1ccc(NC(C)=O)cc1
H28P240 ZINCsu00000DRLj7 CCn1nnnc1[C@H](c1cn(C)nc1C)N1CC[C@@H]1c1ccc(F)c(OC)c1
H27M100 ZINCr400000NASxX C[C@H](CNC(=O)c1nc(N(C)C)nc(=N)[nH]1)CNC(=O)[C@H]1CCNC(=O)C1
H28P220 ZINCss00000qGBrk C=CC[C@H](CC(=O)NC[C@@H](C)CN1CCCC1)NC(=O)[C@@]12CC[C@@H](C1)O[C@@H]2C
H26P080 ZINCqe00000KC3ue COCCCn1cc(C(=O)NCC(C)(C)NC(=O)COCC(F)F)cn1
H28P220 ZINCss00000qGBqX CCC[C@H](C)C(=O)NC[C@H](Cc1ccccc1)NC(=O)[C@H](O)[C@H](OC)C(C)C
H28P100 ZINCsg00000FCkJc CCc1ncncc1C(=O)NCC#CCNC(=O)CN(C)c1ccc(Cl)cn1
H27P310 ZINCrB00000aXSLc Cc1nc(CCCC(=O)NCCC2CC(NC(=O)CCP(C)(C)=O)C2)cs1
H25P020 ZINCp8000015JidV C#CC[C@]1(O)C[C@@H](C(=O)N(C)CCC(=O)N2CC(n3ccnc3)C2)C1
H25P190 ZINCpp00001BLwaj CC=CC[C@@H](CO)NC(=O)[C@H]1C[C@@H](F)CN1C(=O)CC1(CSC)CC1
H29P240 ZINCtu00000eU0vt CSc1cnn(C)c1C(=O)NC[C@@]1(C)CCN(C(=O)c2cc(C)c(N)cc2F)C1
H27P080 ZINCre00001JsELQ CC(C)c1ccc(C(=O)N[C@@H]2C[C@H](O)[C@@H](NC(=O)[C@@]3(C)CCC(=O)N3)C2)o1
H29P230 ZINCtt00000xdJn5 COc1ccc2oc([C@@H](N[C@@H](C)Cc3nccn3C)c3nnnn3C)c(C)c2c1
H29P230 ZINCtt00000xdJnD COc1ccc(Br)c(CN[C@@H](c2nn(C)cc2C)c2nnnn2[C@H]2CCOC2)c1
H26P220 ZINCqs00000cnoDT C[C@H]1C(C(=O)N[C@@H]2CCC[C@H](CC(=O)NCCP(C)(C)=O)C2)=NO[C@@H]1C
H27P090 ZINCrf00001JsEM4 CC(C)c1ccc(C(=O)N[C@@H]2CN(C(=O)CNS(C)(=O)=O)CC(F)(F)C2)o1
H29P250 ZINCtv00000mG4rm COC1(CNC(=O)[C@H](c2ccc(Cl)cc2)C(C)C)CN(C(=O)[C@@H](O)CCSC)C1
H29P370 ZINCtH00000o0UhP Cc1cc2c(cc1CN1CCC3(CC1)C[C@]3(C)C(=O)N1CCC3(CC3)C1)OCO2
H28P210 ZINCsr00000qiz3y Cc1ccccc1CC(=O)N[C@@H]1CCC[C@H]1CC(=O)N(C)[C@@H](C)C(=O)N(C)C
H22P190 ZINCmp00000qmBND O=C(NCCCO)[C@@H]1CN(Cc2ccc(Br)c(Br)c2)CCO1
H28P430 ZINCsN000009NqLW O=C(N[C@]12CCC[C@@H]1N(C(=O)c1cc(Cl)ccn1)CCC2)c1ccc(Cl)cc1
H28P220 ZINCss00000qGBrg C=CC[C@H](CC(=O)NC[C@H](CC)CCO)NC(=O)Cc1csc2nc(C)cn12
H26P290 ZINCqz00000xhImt CC1(C)CCCN(N2CCC[C@H]2COC(=O)NC2CCCCC2)[C@@H]1CO
H29P280 ZINCty00000CNCHj CC[C@H]1CC[C@@H](CNC(=O)C[C@H]2CCC[C@@H](NC(=O)c3ccc(OC)nc3)C2)O1
H26P150 ZINCql00001RRBUk Cc1cc(CCC(=O)N[C@H]2COCC[C@H]2C(=O)NCCC(F)(F)F)on1
H29P210 ZINCtr00000EfGl7 Cc1csc(N2CC(NC(=O)C[C@@]34CO[C@@H](CN(C(=O)OC(C)(C)C)C3)C4)C2)n1
H28P210 ZINCsr00000qiz3c Cc1ccccc1CC(=O)NC[C@H]1CCC2(CCC2)CN1C(=O)C1CS(=O)C1
H24P290 ZINCoz00000gZZiR CSCC(=O)N[C@H]1C[C@H]2CC[C@@]1(NC(=O)c1ccc(Cl)cc1F)C2
H27P150 ZINCrl00001S4eoe CC1(S(=O)(=O)N[C@@H]2C[C@H]2[C@H]2CCCN(C(=O)c3cc(C(N)=O)cs3)C2)CC1
H26P180 ZINCqo00001mW7FN C[C@@H](C[C@H](C)NC(=O)CCc1cccn1C)NC(=O)CCc1nncs1
H28P010 ZINCs700001RqCs8 Cn1nc(C(=O)N2CCN(C(=O)c3ncn4c3CCC4)CC23CC3)cc1CO
H27P230 ZINCrt0000052PJr CC(C)(CF)C(=O)N1[C@H]2CC[C@H]1[C@H](CNC(=O)c1cnn3c1CCCC3)C2
H22P100 ZINCmg00000qmBOk O=C(NCCF)C1CCN(Cc2cn3cccnc3n2)CC1
H29P090 ZINCtf0000065wUl O=C(NCCCOC1CCN(C(=O)C2CN([C@H]3CCOC3)C2)CC1)c1cnsc1
H27P100 ZINCrg00001JsEMg CC(C)c1ccc(C(=O)N[C@@H](C)[C@@H]2C[C@H]2C(=O)NC2CC(=O)NC(=O)C2)o1
H26P310 ZINCqB00000xhImr Cc1ccc(CN(C)S(=O)(=O)[C@H]2CC[C@@H]2NC(=O)OC(C)(C)C)c(C)c1
H28P340 ZINCsE000004OcDh CC(=O)c1cccc(NC(=O)[C@H](OC(=O)Cc2cnn(C(C)C)c2)C(C)C)c1
H28P430 ZINCsN000000VlHW Cc1nccc2c(NC(=O)N3CC[C@@H](C)[C@@H](C(=O)OC(C)(C)C)C3)cccc12
H24P060 ZINCoc0000065nnU Cn1cnc(C(=O)NC[C@H]2CCN(C(=O)c3cc(Cl)cn3C)C2)n1
H28P430 ZINCsN00000nIMoe C[C@H](C(=O)N1CCCN(C(=O)CCC(C)(C)C)C[C@@H]1C)c1ccc(F)c(F)c1
H25P500 ZINCpU000010eT2w C=CCC(C)(C)CN(Cc1cccc(Cl)n1)Cc1ncc(F)cc1F
H27P070 ZINCrd00001JsELP CC(C)c1ccc(C(=O)N[C@@H]2C[C@H](O)[C@@H](NC(=O)[C@]34C[C@H]3CNC4=O)C2)s1
H27P300 ZINCrA00000xl8F0 CCC(=O)C1(C(=O)N2C[C@H](C)C[C@@H](C(=O)NC[C@H]3CC[Si](C)(C)C3)C2)CC1
H27P460 ZINCrQ000008CpVi Cc1cc(C(=O)N2CCC[C@H](C)[C@@H]2CCN=c2[nH]c(Cl)c(C#N)s2)c(C)o1
H28P030 ZINCs900001RseQ7 O=C(c1ccc(N2CCN(C(=O)[C@@H]3CCO3)CC2)nc1)N1Cc2c[nH]nc2C1
H29P130 ZINCtj00000qI9dj CCn1c(C(=O)N[C@@H]2CC[C@H](CCNC(=O)c3cnc(O)cc3C)C2)cnc1O
H27P370 ZINCrH00000tkquy COc1c(C)csc1C(=O)N1C[C@H](NC(=O)C23CCC(CC2)C3)CC[C@@H]1C
H24P250 ZINCov00000otobi CCN(CCC(=O)NS(=O)(=O)c1ccc(OC)c(Cl)c1)CC(C)C
H28P190 ZINCsp0000121UNs O=C(N[C@@H]1CN(C(=O)Cc2cccc(Cl)c2F)C[C@H]1C1CC1)[C@@H]1CCOC1=O
H27P030 ZINCr900000Dtbrf Cc1cnncc1C(=O)N(C)C1CN(C(=O)[C@]2(C)CCn3c(C)nnc32)C1
H27P320 ZINCrC00000rSZTc CC(C)(C)n1nc(C(=O)NC[C@@H]2CCc3cc(N)ccc3O2)cc1C1CC1
H27P460 ZINCrQ000008Cvcf Cc1cc(C(=O)NCCC2(CNc3ncc(Br)cc3C#N)CC2)ccc1Cl
H29P360 ZINCtG00000FiNFk C[C@@H](C(=O)Nc1ccnc(O)c1)C1CCN(Cc2cnccc2C(F)(F)F)CC1
H29P350 ZINCtF00000Ueiwj Cc1ccc(Cl)cc1CN(CC1(C2(O)CCC2)CC1)C(=O)C[C@H]1CCCNC1=O
H29P190 ZINCtp00001So1p5 CCc1ccoc1C(=O)N[C@H](C)c1nocc1C(=O)NC[C@@H]1CCCN(C)C1=O
H24P180 ZINCoo00000FxMcw CC(C)[C@H]1C[C@@H](NCC(=O)NC2CN(C(=O)OC(C)(C)C)C2)CS1
H28P170 ZINCsn0000121UNP O=C(N[C@@H]1CN(C(=O)Cc2cnsc2)C[C@H]1C(F)F)c1cccc(CCO)c1
H27P390 ZINCrJ00000tkqud COc1c(C)csc1C(=O)N1C[C@H](C)CC[C@H]1CNC(=O)CC1=CCCC1
H27P030 ZINCr900000Dtb2e Cc1cnnc(O)c1C(=O)N[C@H]1CCN(C(=O)Cc2ccsc2)C[C@H]1CO
H26P230 ZINCqt00000nPy6f Cc1conc1C(=O)NCC[C@@]12CC[C@@H](C1)N(C(=O)Cc1ccco1)C2
H27P330 ZINCrD00000rSZTx CCCCN=c1[nH]c(CC(=O)OCC(=O)c2ccc(OC)c(OC)c2)cs1
H28P160 ZINCsm00000M6CMa CCn1ccc(C(=O)NC[C@@H](O)CNC(=O)c2ccc(C(C)=O)cc2F)c1C
H28P320 ZINCsC000006XmIP CC(C)[C@](C)(CNC(=O)c1cc(Cl)n(C)n1)NC(=O)c1cc(C(C)(C)C)c[nH]1
H29P400 ZINCtK00000DQf8L Cc1cnn([C@H](C)C(=O)N(Cc2cnc(C3CC3)s2)C[C@H]2CC3(CCC3)CO2)c1
H28P430 ZINCsN000000Vj5l Cc1nc2ccc3nc(NC(=O)[C@]4(C)Cc5ccccc5C(=O)O4)sc3c2s1
H19P200 ZINCjq00000cuh29 C=CCOC(=O)COC(=O)c1ccc(O)c(F)c1Cl
H28P060 ZINCsc00001RsePJ O=C(c1cccn1Cc1ccccn1)N1CC[C@](F)(C(=O)N2C[C@@H](O)CO2)C1
H24P260 ZINCow00000otobh CCN(CCC(=O)NS(=O)(=O)c1ccc(OC)c(Br)c1)CC(C)C
H25P140 ZINCpk00000SIptB CC[C@H]1COCCN(S(=O)(=O)c2cccnc2N2CC[C@H](C#N)C2)C1
H29P240 ZINCtu00000eU2N2 CSc1cnn(C)c1C(=O)N[C@H]1CC[C@H](CCNC(=O)c2coc3c2COC3)C1
H25P190 ZINCpp00000SIpto CC[C@H]1COCCN(C(=O)CN(C(=O)CC2(C#N)CC2)C2CCC2)C1
H26P130 ZINCqj00001mW7J2 CC[C@H](C)[C@H](O)C(=O)N[C@@H](CNC(=O)[C@]12COC[C@H]1C2(F)F)C(C)(C)C
H29P070 ZINCtd00002pF675 C[C@@H]1CN(C(=O)[C@H](CCN(C)C)NC(=O)C2CC(CC3CC3)C2)CCN1CCO
H27P030 ZINCr900000Dtdg6 Cc1cnncc1C(=O)N1CC[C@@H](NC(=O)Cn2ncc(Cl)c2C)[C@@H](O)C1
H28P270 ZINCsx00000vkq9M CC(C)OCCN(Cc1cccc([N+](=O)[O-])c1)C(=O)c1cc2ccnn2cn1
H28P050 ZINCsb00001RqCsj CN1N=C(C(=O)N2CCN(C(=O)CC[S@](C)=O)C[C@@]3(C)CCC[C@H]23)CCC1=O
H26P280 ZINCqy000004Cgtn Cn1c(Cl)nc2nc(Cl)nc(N[C@H]3C[C@@](F)(CNC(=O)CC4CC4)C3)c21
H23P060 ZINCnc000000L5Fi CS(=O)(=O)C1(CNC(=O)c2cc3ccccn3n2)CCOCC1
